# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2706
# Selected columns: 1/622 
# Timestamp: Fri, 18-Mar-2022 17:30:39
Gene ID	Gene Name	uterine cervix, cervical adenocarcinoma, HeLa
ENSG00000212525	RNA5SP212	0.7
ENSG00000212526	RNU6-466P	0.8
ENSG00000212533	SNORA75	2.0
ENSG00000212534	SNORD70	0.9
ENSG00000212541	RNU6-510P	4.0
ENSG00000212567	ENSG00000212567	0.6
ENSG00000212588	SNORA26	9.0
ENSG00000212597	RNU6-876P	0.7
ENSG00000212601	RNA5SP53	0.6
ENSG00000212605	RNU1-56P	0.5
ENSG00000212607	SNORA3B	6.0
ENSG00000212615	SNORD58	2.0
ENSG00000212643	ZRSR2P1	0.2
ENSG00000212659	KRTAP9-6	0.1
ENSG00000212663	ENSG00000212663	4.0
ENSG00000212664	ENSG00000212664	0.4
ENSG00000212694	LINC01089	5.0
ENSG00000212719	LINC02693	11.0
ENSG00000212724	KRTAP2-3	0.1
ENSG00000212747	RTL8B	47.0
ENSG00000212769	HMGN2P8	2.0
ENSG00000212789	ST13P5	4.0
ENSG00000212802	RPL15P3	3.0
ENSG00000212829	RPS26P3	0.4
ENSG00000212864	RNF208	8.0
ENSG00000212901	KRTAP3-1	0.1
ENSG00000212907	MT-ND4L	7420.0
ENSG00000212916	MAP10	0.2
ENSG00000212961	HNRNPA1P40	0.2
ENSG00000212978	ENSG00000212978	10.0
ENSG00000212994	RPS26P6	0.2
ENSG00000213013	RPS15AP36	0.8
ENSG00000213014	VN2R17P	0.1
ENSG00000213015	ZNF580	21.0
ENSG00000213018	PABPN1P1	0.9
ENSG00000213020	ZNF611	4.0
ENSG00000213024	NUP62	66.0
ENSG00000213025	COX20P1	18.0
ENSG00000213030	CGB8	0.4
ENSG00000213033	AURKAP1	0.5
ENSG00000213036	ENSG00000213036	0.5
ENSG00000213041	ENSG00000213041	0.1
ENSG00000213047	DENND1B	5.0
ENSG00000213057	C1orf220	1.0
ENSG00000213062	ENSG00000213062	2.0
ENSG00000213064	SFT2D2	42.0
ENSG00000213066	CEP43	4.0
ENSG00000213071	LPAL2	2.0
ENSG00000213073	CHP1P2	2.0
ENSG00000213077	ENSG00000213077	2.0
ENSG00000213079	SCAF8	33.0
ENSG00000213080	ENSG00000213080	9.0
ENSG00000213082	PPP1R14BP2	0.2
ENSG00000213085	CFAP45	2.0
ENSG00000213089	PDCL3P5	1.0
ENSG00000213090	SCYL2P1	0.1
ENSG00000213096	ZNF254	3.0
ENSG00000213104	NPM1P46	0.2
ENSG00000213109	ENSG00000213109	0.1
ENSG00000213118	CHCHD2P4	4.0
ENSG00000213120	LIN28AP1	0.2
ENSG00000213121	ENSG00000213121	2.0
ENSG00000213123	DYNLT2B	11.0
ENSG00000213131	YWHAZP4	0.7
ENSG00000213133	PPP1R14BP5	0.2
ENSG00000213139	CRYGS	0.8
ENSG00000213144	ENSG00000213144	22.0
ENSG00000213145	CRIP1	11.0
ENSG00000213149	CNN2P9	0.7
ENSG00000213152	RPL7AP60	0.4
ENSG00000213160	KLHL23	12.0
ENSG00000213176	RPL13P6	0.1
ENSG00000213178	RPL22P1	46.0
ENSG00000213180	RPL36AP48	0.3
ENSG00000213185	FAM24B	10.0
ENSG00000213186	TRIM59	3.0
ENSG00000213188	YBX1P4	0.2
ENSG00000213189	BTF3L4P2	3.0
ENSG00000213190	MLLT11	33.0
ENSG00000213199	ASIC3	1.0
ENSG00000213203	GIMAP1	0.1
ENSG00000213204	ENSG00000213204	0.2
ENSG00000213205	STRADBP1	0.1
ENSG00000213212	NCLP1	2.0
ENSG00000213213	CCDC183	0.7
ENSG00000213214	ARHGEF35	2.0
ENSG00000213221	DNLZ	0.2
ENSG00000213222	TOMM40P4	2.0
ENSG00000213225	NOC2LP1	0.1
ENSG00000213228	RPL12P38	0.4
ENSG00000213236	YWHAZP2	0.2
ENSG00000213240	ENSG00000213240	0.1
ENSG00000213246	SUPT4H1	116.0
ENSG00000213250	RBMS2P1	2.0
ENSG00000213252	ENSG00000213252	2.0
ENSG00000213253	RPL12P42	0.2
ENSG00000213260	YWHAZP5	0.1
ENSG00000213261	EEF1B2P6	0.9
ENSG00000213272	RPL7AP9	0.1
ENSG00000213277	MARCKSL1P1	0.6
ENSG00000213279	ENSG00000213279	0.7
ENSG00000213281	NRAS	125.0
ENSG00000213287	ENSG00000213287	0.2
ENSG00000213290	PGK1P2	0.1
ENSG00000213300	HNRNPA3P6	9.0
ENSG00000213302	ENSG00000213302	0.4
ENSG00000213303	ENSG00000213303	0.4
ENSG00000213304	ENSG00000213304	0.3
ENSG00000213312	RPL7AP34	3.0
ENSG00000213316	LTC4S	0.1
ENSG00000213326	RPS7P11	32.0
ENSG00000213332	SLC25A5P6	0.1
ENSG00000213337	ANKRD39	8.0
ENSG00000213339	QTRT1	33.0
ENSG00000213341	CHUK	20.0
ENSG00000213347	MXD3	12.0
ENSG00000213352	GAPDHP44	0.2
ENSG00000213358	ENSG00000213358	0.9
ENSG00000213362	FTH1P12	0.1
ENSG00000213366	GSTM2	0.4
ENSG00000213368	ST13P11	0.1
ENSG00000213370	RANP6	0.1
ENSG00000213371	NAP1L1P3	0.1
ENSG00000213373	LINC00671	0.1
ENSG00000213376	GAPDHP71	2.0
ENSG00000213380	COG8	15.0
ENSG00000213385	ENSG00000213385	2.0
ENSG00000213386	ENSG00000213386	0.1
ENSG00000213390	ARHGAP19	9.0
ENSG00000213391	ENSG00000213391	0.4
ENSG00000213397	HAUS7	5.0
ENSG00000213398	LCAT	9.0
ENSG00000213399	RPS2P17	0.3
ENSG00000213401	MAGEA12	2.0
ENSG00000213406	ANXA2P1	0.3
ENSG00000213411	RBM22P2	0.7
ENSG00000213412	HNRNPA1P33	189.0
ENSG00000213413	PVRIG	0.9
ENSG00000213420	GPC2	1.0
ENSG00000213430	HSPD1P1	7.0
ENSG00000213433	RPLP1P6	3.0
ENSG00000213440	H2AZP1	0.4
ENSG00000213442	RPL18AP3	124.0
ENSG00000213445	SIPA1	32.0
ENSG00000213453	FTH1P3	0.3
ENSG00000213462	ERV3-1	1.0
ENSG00000213463	SYNJ2BP	23.0
ENSG00000213465	ARL2	53.0
ENSG00000213468	FIRRE	6.0
ENSG00000213471	TTLL13P	0.2
ENSG00000213483	NDUFAF4P2	0.3
ENSG00000213484	EIF4A1P8	0.1
ENSG00000213492	NT5C3AP1	0.5
ENSG00000213493	ACTN4P1	0.8
ENSG00000213509	PPIAP16	0.2
ENSG00000213513	IMPDH1P5	1.0
ENSG00000213514	ENSG00000213514	0.1
ENSG00000213516	RBMXL1	20.0
ENSG00000213519	ENSG00000213519	0.3
ENSG00000213523	SRA1	63.0
ENSG00000213533	STIMATE	2.0
ENSG00000213538	KRT8P41	0.1
ENSG00000213540	TXN2P1	0.2
ENSG00000213542	ENSG00000213542	0.4
ENSG00000213549	ENSG00000213549	0.2
ENSG00000213551	DNAJC9	52.0
ENSG00000213553	RPLP0P6	1.0
ENSG00000213563	C8orf82	11.0
ENSG00000213569	GTF3C6P2	1.0
ENSG00000213574	LDHAP5	1.0
ENSG00000213585	VDAC1	591.0
ENSG00000213590	ENSG00000213590	0.8
ENSG00000213592	PPIAP42	0.6
ENSG00000213593	TMX2	236.0
ENSG00000213599	SLX1A-SULT1A3	0.1
ENSG00000213600	ENSG00000213600	2.0
ENSG00000213601	KRT18P19	0.1
ENSG00000213605	ENSG00000213605	0.2
ENSG00000213608	SLC25A14P1	0.2
ENSG00000213609	RPL7AP50	0.8
ENSG00000213612	FAM220CP	0.4
ENSG00000213613	RPL11P3	1.0
ENSG00000213614	HEXA	25.0
ENSG00000213619	NDUFS3	110.0
ENSG00000213621	RPSAP54	38.0
ENSG00000213625	LEPROT	43.0
ENSG00000213626	LBH	75.0
ENSG00000213638	ADAT3	8.0
ENSG00000213639	PPP1CB	159.0
ENSG00000213654	GPSM3	0.4
ENSG00000213658	LAT	0.5
ENSG00000213671	OLA1P2	0.6
ENSG00000213672	NCKIPSD	59.0
ENSG00000213676	ATF6B	80.0
ENSG00000213683	ENSG00000213683	0.8
ENSG00000213693	SEC14L1P1	2.0
ENSG00000213694	S1PR3	32.0
ENSG00000213699	SLC35F6	62.0
ENSG00000213700	RPL17P50	1.0
ENSG00000213713	PIGCP1	42.0
ENSG00000213714	FAM209B	0.3
ENSG00000213717	ENSG00000213717	0.9
ENSG00000213719	CLIC1	548.0
ENSG00000213722	DDAH2	39.0
ENSG00000213724	PRDX2P2	0.3
ENSG00000213730	POLD2P1	0.1
ENSG00000213731	RAB5CP1	0.1
ENSG00000213740	SERBP1P1	18.0
ENSG00000213741	RPS29	84.0
ENSG00000213742	ZNF337-AS1	1.0
ENSG00000213753	CENPBD1P1	21.0
ENSG00000213754	KPNA4P1	0.1
ENSG00000213755	ENSG00000213755	0.2
ENSG00000213757	RPS3AP20	0.8
ENSG00000213760	ATP6V1G2	0.6
ENSG00000213762	ZNF134	11.0
ENSG00000213763	ACTBP2	0.1
ENSG00000213777	ENSG00000213777	0.1
ENSG00000213779	ENSG00000213779	0.2
ENSG00000213780	GTF2H4	6.0
ENSG00000213782	DDX47	2.0
ENSG00000213790	OLA1P1	1.0
ENSG00000213793	ZNF888	3.0
ENSG00000213799	ZNF845	7.0
ENSG00000213801	ZNF321P	2.0
ENSG00000213830	CFL1P5	0.9
ENSG00000213839	TMX2P1	40.0
ENSG00000213842	SUGT1P2	0.5
ENSG00000213846	ENSG00000213846	6.0
ENSG00000213853	EMP2	55.0
ENSG00000213856	VDAC1P2	0.1
ENSG00000213857	ACTBP15	0.1
ENSG00000213859	KCTD11	14.0
ENSG00000213862	ENSG00000213862	0.5
ENSG00000213863	ENSG00000213863	0.1
ENSG00000213865	ENSG00000213865	2.0
ENSG00000213866	YBX1P10	5.0
ENSG00000213871	TAF9BP1	0.2
ENSG00000213872	RPL32P11	0.8
ENSG00000213881	NPM1P6	1.0
ENSG00000213885	RPL13AP7	0.1
ENSG00000213888	LINC01521	5.0
ENSG00000213889	PPM1N	1.0
ENSG00000213891	RPL3P6	0.3
ENSG00000213892	CEACAM16	0.1
ENSG00000213901	SLC23A3	0.2
ENSG00000213903	LTB4R	6.0
ENSG00000213904	LIPE-AS1	0.3
ENSG00000213906	LTB4R2	4.0
ENSG00000213918	DNASE1	3.0
ENSG00000213920	MDP1	8.0
ENSG00000213923	CSNK1E	98.0
ENSG00000213928	IRF9	2.0
ENSG00000213930	GALT	17.0
ENSG00000213937	CLDN9	0.2
ENSG00000213938	SEPHS1P6	0.1
ENSG00000213939	ENSG00000213939	1.0
ENSG00000213942	ENSG00000213942	0.4
ENSG00000213949	ITGA1	8.0
ENSG00000213963	ENSG00000213963	0.8
ENSG00000213965	NUDT19	34.0
ENSG00000213967	ZNF726	0.4
ENSG00000213970	ENSG00000213970	0.4
ENSG00000213971	ENSG00000213971	0.9
ENSG00000213976	ENSG00000213976	0.3
ENSG00000213977	TAX1BP3	90.0
ENSG00000213981	ENSG00000213981	0.3
ENSG00000213983	AP1G2	10.0
ENSG00000213985	ENSG00000213985	3.0
ENSG00000213988	ZNF90	0.1
ENSG00000213994	ENSG00000213994	0.2
ENSG00000213995	NAXD	59.0
ENSG00000213997	PGAM1P7	0.6
ENSG00000213999	MEF2B	0.2
ENSG00000214013	GANC	7.0
ENSG00000214016	RPSAP61	0.6
ENSG00000214018	RRM2P3	0.1
ENSG00000214021	TTLL3	2.0
ENSG00000214022	REPIN1	76.0
ENSG00000214026	MRPL23	5.0
ENSG00000214029	ZNF891	2.0
ENSG00000214039	LINC02418	0.1
ENSG00000214046	SMIM7	20.0
ENSG00000214049	UCA1	0.8
ENSG00000214050	FBXO16	0.5
ENSG00000214062	RPL7P17	0.3
ENSG00000214063	TSPAN4	50.0
ENSG00000214076	CPSF1P1	0.1
ENSG00000214077	GNAQP1	0.5
ENSG00000214078	CPNE1	131.0
ENSG00000214081	CYP4F30P	0.2
ENSG00000214087	ARL16	46.0
ENSG00000214093	ENSG00000214093	0.2
ENSG00000214106	PAXIP1-AS2	3.0
ENSG00000214108	TPT1P5	0.2
ENSG00000214110	LDHAP4	61.0
ENSG00000214113	LYRM4	11.0
ENSG00000214114	MYCBP	43.0
ENSG00000214128	TMEM213	0.2
ENSG00000214135	ENSG00000214135	13.0
ENSG00000214145	LINC00887	0.3
ENSG00000214146	LINC02026	0.1
ENSG00000214160	ALG3	71.0
ENSG00000214174	AMZ2P1	3.0
ENSG00000214176	PLEKHM1P1	3.0
ENSG00000214182	PTMAP5	8.0
ENSG00000214184	GCC2-AS1	3.0
ENSG00000214188	ST7-OT4	0.3
ENSG00000214189	ZNF788P	0.4
ENSG00000214192	UBE2V1P2	0.9
ENSG00000214193	SH3D21	6.0
ENSG00000214194	SMIM30	60.0
ENSG00000214198	TTC41P	0.2
ENSG00000214199	EEF1A1P12	0.5
ENSG00000214203	RPS4XP1	0.8
ENSG00000214210	ENSG00000214210	0.5
ENSG00000214222	TUBBP2	0.2
ENSG00000214223	HNRNPA1P10	0.6
ENSG00000214226	C17orf67	4.0
ENSG00000214237	MINDY4B	0.1
ENSG00000214243	ENSG00000214243	0.5
ENSG00000214248	ENSG00000214248	0.3
ENSG00000214253	FIS1	142.0
ENSG00000214263	RPSAP53	0.5
ENSG00000214264	KCTD9P4	0.5
ENSG00000214274	ANG	3.0
ENSG00000214278	ENSG00000214278	0.1
ENSG00000214279	SCART1	0.4
ENSG00000214283	RAD51AP1P1	0.2
ENSG00000214289	RPL39P5	0.2
ENSG00000214290	COLCA2	0.1
ENSG00000214293	APTR	7.0
ENSG00000214297	ALDOAP2	0.1
ENSG00000214300	SPDYE3	7.0
ENSG00000214305	Metazoa_SRP	2.0
ENSG00000214309	MBLAC1	4.0
ENSG00000214318	ATP5MC1P6	2.0
ENSG00000214330	ABCD1P5	0.1
ENSG00000214331	PDPR2P	3.0
ENSG00000214338	SOGA3	0.1
ENSG00000214353	VAC14-AS1	0.2
ENSG00000214357	NEURL1B	20.0
ENSG00000214359	RPL18P10	0.7
ENSG00000214367	HAUS3	11.0
ENSG00000214369	CYB5AP2	0.3
ENSG00000214376	VSTM5	0.1
ENSG00000214389	RPS3AP26	2.0
ENSG00000214391	TUBAP2	0.4
ENSG00000214401	KANSL1-AS1	1.0
ENSG00000214413	BBIP1	8.0
ENSG00000214415	GNAT3	0.7
ENSG00000214417	KRT18P13	0.1
ENSG00000214425	LRRC37A4P	2.0
ENSG00000214432	VPS33B-DT	0.2
ENSG00000214433	GOLGA2P8	0.1
ENSG00000214435	AS3MT	0.9
ENSG00000214439	FAM185BP	1.0
ENSG00000214455	RCN1P2	22.0
ENSG00000214465	SMARCE1P6	0.1
ENSG00000214485	RPL7P1	1.0
ENSG00000214510	SPINK13	78.0
ENSG00000214513	NOTO	0.1
ENSG00000214514	KRT42P	0.9
ENSG00000214517	PPME1	56.0
ENSG00000214530	STARD10	5.0
ENSG00000214533	KRT18P33	0.4
ENSG00000214534	ZNF705E	0.2
ENSG00000214535	RPS15AP1	41.0
ENSG00000214544	GTF2IRD2P1	0.1
ENSG00000214548	MEG3	7.0
ENSG00000214558	ENSG00000214558	0.4
ENSG00000214559	ENSG00000214559	0.8
ENSG00000214562	NUTM2D	0.2
ENSG00000214595	EML6	0.6
ENSG00000214617	SLC6A10P	0.3
ENSG00000214650	ENSG00000214650	1.0
ENSG00000214654	B3GALT9	9.0
ENSG00000214655	ZSWIM8	17.0
ENSG00000214671	RPL6P12	0.1
ENSG00000214676	RPL9P16	0.4
ENSG00000214691	LINC01913	0.5
ENSG00000214694	ARHGEF33	2.0
ENSG00000214695	NPAP1P2	0.1
ENSG00000214700	C12orf71	0.2
ENSG00000214706	IFRD2	198.0
ENSG00000214708	ENSG00000214708	0.5
ENSG00000214717	ZBED1	63.0
ENSG00000214719	ENSG00000214719	1.0
ENSG00000214725	CDIPTOSP	0.3
ENSG00000214733	ENSG00000214733	0.2
ENSG00000214748	ENSG00000214748	3.0
ENSG00000214753	HNRNPUL2	68.0
ENSG00000214754	ENSG00000214754	0.1
ENSG00000214756	CSKMT	3.0
ENSG00000214761	HNRNPA1P15	0.1
ENSG00000214765	SEPTIN7P2	5.0
ENSG00000214770	ENSG00000214770	0.5
ENSG00000214772	ENSG00000214772	0.1
ENSG00000214773	ENSG00000214773	0.1
ENSG00000214776	ENSG00000214776	0.7
ENSG00000214783	POLR2J4	0.5
ENSG00000214784	RPS3AP21	0.3
ENSG00000214787	MS4A4E	1.0
ENSG00000214788	ENSG00000214788	0.1
ENSG00000214796	TUBA5P	3.0
ENSG00000214803	ENSG00000214803	0.5
ENSG00000214810	CYCSP55	0.3
ENSG00000214820	MPRIPP1	6.0
ENSG00000214826	DDX12P	14.0
ENSG00000214827	MTCP1	7.0
ENSG00000214832	UPF3AP2	0.5
ENSG00000214837	LINC01347	3.0
ENSG00000214851	LINC00612	0.1
ENSG00000214860	EVPLL	0.9
ENSG00000214870	ENSG00000214870	0.3
ENSG00000214881	TMEM14DP	0.7
ENSG00000214894	LINC00243	0.1
ENSG00000214900	LINC01588	0.2
ENSG00000214919	ENSG00000214919	0.1
ENSG00000214922	HLA-F-AS1	1.0
ENSG00000214940	NPIPA8	0.3
ENSG00000214941	ZSWIM7	16.0
ENSG00000214944	ARHGEF28	3.0
ENSG00000214954	LRRC69	0.8
ENSG00000214960	CRPPA	1.0
ENSG00000214961	NT5DC1P2	0.2
ENSG00000214967	NPIPA7	1.0
ENSG00000214973	CHCHD3P3	3.0
ENSG00000214975	PPIAP29	0.8
ENSG00000214978	GSG1L2	0.1
ENSG00000214999	ENSG00000214999	0.6
ENSG00000215003	RPL15P20	0.1
ENSG00000215006	CHCHD2P2	1.0
ENSG00000215007	DNAJA1P3	0.1
ENSG00000215012	RTL10	20.0
ENSG00000215014	ENSG00000215014	0.6
ENSG00000215018	COL28A1	0.1
ENSG00000215021	PHB2	387.0
ENSG00000215022	ENSG00000215022	0.2
ENSG00000215030	RPL13P12	202.0
ENSG00000215032	GNL3LP1	1.0
ENSG00000215039	CD27-AS1	4.0
ENSG00000215041	NEURL4	28.0
ENSG00000215067	ALOX12-AS1	3.0
ENSG00000215068	ENSG00000215068	9.0
ENSG00000215086	NPM1P24	0.3
ENSG00000215093	EEF1A1P29	0.1
ENSG00000215102	TERF1P4	0.2
ENSG00000215105	TTC3P1	2.0
ENSG00000215114	UBXN2B	20.0
ENSG00000215120	SOCS6P1	0.1
ENSG00000215124	AMD1P4	0.1
ENSG00000215126	CBWD6	0.8
ENSG00000215131	C16orf90	0.1
ENSG00000215146	ENSG00000215146	0.1
ENSG00000215154	ENSG00000215154	12.0
ENSG00000215156	ENSG00000215156	0.5
ENSG00000215158	ENSG00000215158	4.0
ENSG00000215159	ENSG00000215159	0.1
ENSG00000215182	MUC5AC	0.1
ENSG00000215187	FAM166B	0.5
ENSG00000215190	LINC00680	11.0
ENSG00000215193	PEX26	13.0
ENSG00000215196	BASP1-AS1	8.0
ENSG00000215210	RBMXP2	0.1
ENSG00000215217	C5orf49	0.1
ENSG00000215218	UBE2QL1	2.0
ENSG00000215221	UBA52P6	8.0
ENSG00000215241	LINC02449	2.0
ENSG00000215246	ENSG00000215246	0.3
ENSG00000215251	FASTKD5	29.0
ENSG00000215252	GOLGA8B	18.0
ENSG00000215256	DHRS4-AS1	21.0
ENSG00000215262	KCNU1	0.3
ENSG00000215267	AKR1C7P	0.9
ENSG00000215270	TOMM40P2	0.1
ENSG00000215271	HOMEZ	7.0
ENSG00000215274	GAGE10	0.1
ENSG00000215283	HMGB3P24	0.7
ENSG00000215284	CHMP5P1	0.6
ENSG00000215301	DDX3X	271.0
ENSG00000215302	ENSG00000215302	0.9
ENSG00000215304	ENSG00000215304	0.1
ENSG00000215305	VPS16	20.0
ENSG00000215325	ASS1P10	0.5
ENSG00000215347	SLC25A5P1	0.2
ENSG00000215349	MRPL3P1	0.2
ENSG00000215367	TMED11P	1.0
ENSG00000215375	MYL5	3.0
ENSG00000215386	MIR99AHG	5.0
ENSG00000215388	ACTG1P3	0.8
ENSG00000215403	LL22NC01-81G9.3	0.2
ENSG00000215414	PSMA6P1	1.0
ENSG00000215417	MIR17HG	6.0
ENSG00000215421	ZNF407	7.0
ENSG00000215424	MCM3AP-AS1	3.0
ENSG00000215440	NPEPL1	7.0
ENSG00000215447	ENSG00000215447	7.0
ENSG00000215458	AATBC	0.1
ENSG00000215481	BCRP3	0.5
ENSG00000215483	LINC00598	0.1
ENSG00000215492	HNRNPA1P7	0.3
ENSG00000215493	ENSG00000215493	0.8
ENSG00000215498	FAM230B	0.1
ENSG00000215515	IFIT1P1	0.1
ENSG00000215548	FRG1JP	0.7
ENSG00000215559	ANKRD20A11P	0.1
ENSG00000215630	GUSBP9	3.0
ENSG00000215644	GCGR	2.0
ENSG00000215692	ENSG00000215692	1.0
ENSG00000215704	CELA2B	0.5
ENSG00000215712	TMEM242	11.0
ENSG00000215717	TMEM167B	18.0
ENSG00000215760	TAF9BP2	0.2
ENSG00000215765	ENSG00000215765	1.0
ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3	1.0
ENSG00000215784	FAM72D	1.0
ENSG00000215788	TNFRSF25	4.0
ENSG00000215790	SLC35E2A	2.0
ENSG00000215795	ENSG00000215795	0.1
ENSG00000215796	ENSG00000215796	0.1
ENSG00000215808	LINC01139	6.0
ENSG00000215811	BTNL10	0.2
ENSG00000215817	ZC3H11B	0.8
ENSG00000215835	ENSG00000215835	0.2
ENSG00000215840	ENSG00000215840	0.2
ENSG00000215841	ENSG00000215841	2.0
ENSG00000215845	TSTD1	23.0
ENSG00000215859	PDZK1P1	0.4
ENSG00000215861	ENSG00000215861	0.2
ENSG00000215866	LINC01356	0.3
ENSG00000215867	KRT18P57	0.1
ENSG00000215869	ENSG00000215869	0.3
ENSG00000215883	CYB5RL	5.0
ENSG00000215893	RPL23AP17	0.3
ENSG00000215895	HSPA5P1	0.2
ENSG00000215899	ENSG00000215899	0.1
ENSG00000215908	CROCCP2	11.0
ENSG00000215912	TTC34	0.1
ENSG00000215915	ATAD3C	0.7
ENSG00000215930	MIR942	2.0
ENSG00000215972	ENSG00000215972	3.0
ENSG00000215973	MIR933	2.0
ENSG00000216031	MIR298	0.9
ENSG00000216097	ENSG00000216097	0.8
ENSG00000216099	MIR889	0.7
ENSG00000216109	ENSG00000216109	3.0
ENSG00000216181	ENSG00000216181	1.0
ENSG00000216184	ENSG00000216184	2.0
ENSG00000216285	ENSG00000216285	0.5
ENSG00000216316	ENSG00000216316	0.1
ENSG00000216331	H1-12P	3.0
ENSG00000216360	ENSG00000216360	0.1
ENSG00000216471	RPSAP43	0.3
ENSG00000216490	IFI30	0.8
ENSG00000216560	LINC00955	0.1
ENSG00000216588	IGSF23	0.2
ENSG00000216624	GAPDHP72	0.2
ENSG00000216657	GLRX3P2	0.2
ENSG00000216723	NUDT19P3	0.1
ENSG00000216775	ENSG00000216775	3.0
ENSG00000216809	ENSG00000216809	0.2
ENSG00000216819	TUBB2BP1	0.1
ENSG00000216866	RPS2P55	0.4
ENSG00000216867	RPL22P12	2.0
ENSG00000216895	ENSG00000216895	4.0
ENSG00000216906	ENSG00000216906	0.8
ENSG00000216921	FAM240C	0.1
ENSG00000216937	CCDC7	0.9
ENSG00000216977	RPL21P65	0.2
ENSG00000216990	HSPD1P10	0.1
ENSG00000217060	ENSG00000217060	0.4
ENSG00000217094	PPIAP31	339.0
ENSG00000217120	ENSG00000217120	0.7
ENSG00000217128	FNIP1	13.0
ENSG00000217159	LARP1P1	1.0
ENSG00000217165	ANKRD18EP	3.0
ENSG00000217241	CBX3P9	2.0
ENSG00000217258	ENSG00000217258	0.3
ENSG00000217275	ENSG00000217275	0.8
ENSG00000217289	ENSG00000217289	0.1
ENSG00000217325	PRELID1P1	0.4
ENSG00000217416	ISCA1P1	8.0
ENSG00000217442	SYCE3	0.5
ENSG00000217488	ENSG00000217488	0.2
ENSG00000217495	ENSG00000217495	0.1
ENSG00000217512	ENSG00000217512	0.4
ENSG00000217555	CKLF	25.0
ENSG00000217624	YWHAZP10	4.0
ENSG00000217644	ENSG00000217644	0.2
ENSG00000217646	H2BC16P	0.2
ENSG00000217648	ENSG00000217648	2.0
ENSG00000217653	PIMREGP3	0.5
ENSG00000217702	ENSG00000217702	0.1
ENSG00000217716	RPS10P3	0.3
ENSG00000217733	CCT7P1	0.8
ENSG00000217767	NDUFAB1P1	0.2
ENSG00000217801	ENSG00000217801	5.0
ENSG00000217862	H4C10P	0.6
ENSG00000217929	CICP18	0.1
ENSG00000217930	PAM16	35.0
ENSG00000217950	NOC2LP2	2.0
ENSG00000218018	RBM38-AS1	0.2
ENSG00000218027	ENSG00000218027	0.1
ENSG00000218052	ADAMTS7P4	0.1
ENSG00000218073	ENSG00000218073	0.2
ENSG00000218175	ENSG00000218175	3.0
ENSG00000218189	POM121L14P	0.2
ENSG00000218226	TATDN2P2	10.0
ENSG00000218227	ENSG00000218227	12.0
ENSG00000218233	NEPNP	0.1
ENSG00000218283	MORF4L1P1	88.0
ENSG00000218336	TENM3	0.2
ENSG00000218350	LYPLA1P3	2.0
ENSG00000218358	RAET1K	1.0
ENSG00000218416	ENSG00000218416	0.4
ENSG00000218418	ENSG00000218418	0.9
ENSG00000218426	ENSG00000218426	4.0
ENSG00000218510	LINC00339	17.0
ENSG00000218521	ENSG00000218521	0.2
ENSG00000218537	MIF-AS1	0.4
ENSG00000218596	ENSG00000218596	0.4
ENSG00000218617	ENSG00000218617	0.2
ENSG00000218676	BRD7P4	0.1
ENSG00000218682	ENSG00000218682	0.2
ENSG00000218690	H2AC10P	2.0
ENSG00000218713	ENSG00000218713	0.2
ENSG00000218739	CEBPZOS	29.0
ENSG00000218890	NUFIP1P1	0.1
ENSG00000218891	ZNF579	20.0
ENSG00000218896	TUBB8P2	1.0
ENSG00000218980	FTH1P15	2.0
ENSG00000218996	ARL4AP5	1.0
ENSG00000219023	ENSG00000219023	2.0
ENSG00000219027	RPS3AP2	0.1
ENSG00000219085	NPM1P37	0.8
ENSG00000219102	HNRNPA3P12	0.5
ENSG00000219133	ENSG00000219133	0.5
ENSG00000219149	PPIAP87	0.2
ENSG00000219186	FTH1P19	0.4
ENSG00000219200	RNASEK	17.0
ENSG00000219201	ENSG00000219201	26.0
ENSG00000219298	ENSG00000219298	0.1
ENSG00000219355	RPL31P52	0.8
ENSG00000219361	RPSAP72	0.2
ENSG00000219392	ZNF602P	0.3
ENSG00000219395	HSPA8P15	1.0
ENSG00000219410	ENSG00000219410	0.5
ENSG00000219433	BTBD10P2	0.5
ENSG00000219435	CATSPERZ	0.1
ENSG00000219448	ENSG00000219448	0.1
ENSG00000219470	ENSG00000219470	2.0
ENSG00000219481	NBPF1	9.0
ENSG00000219507	FTH1P8	1.0
ENSG00000219529	ENSG00000219529	2.0
ENSG00000219545	UMAD1	23.0
ENSG00000219553	ENSG00000219553	0.1
ENSG00000219607	PPP1R3G	1.0
ENSG00000219608	HIGD1AP16	0.3
ENSG00000219626	FAM228B	3.0
ENSG00000219642	BMPR1AP1	0.3
ENSG00000219665	ZNF433-AS1	0.9
ENSG00000219682	ENSG00000219682	2.0
ENSG00000219747	RPL32P16	47.0
ENSG00000219755	ENSG00000219755	1.0
ENSG00000219773	RPSAP45	0.1
ENSG00000219797	PPIAP9	0.2
ENSG00000219891	ZSCAN12P1	0.7
ENSG00000219902	RPL35P3	0.2
ENSG00000219932	RPL12P8	0.1
ENSG00000219951	ENSG00000219951	0.1
ENSG00000219992	ENSG00000219992	0.4
ENSG00000220161	LINC02076	0.7
ENSG00000220201	ZGLP1	0.8
ENSG00000220205	VAMP2	27.0
